num_detectors,num_angles,image_size,source_to_center,center_to_detector,detector_spacing,sparsity,non_zero_elements,total_elements,matrix_shape
420,598,177,976.8639197219229,385.4805603956401,1.2097792788639894,0.9964909071072342,27611619,7868591640,"(251160, 31329)"
342,697,85,913.514561997211,565.5415345219994,1.4288912080435632,0.9957770283520911,7273022,1722252150,"(238374, 7225)"
303,480,236,924.1677857179661,622.6251578305064,0.721030943368659,0.9941763391700237,47174135,8100426240,"(145440, 55696)"
279,485,185,1044.509589224272,607.3957356000788,1.1831242525701338,0.9940199091225794,27694733,4631155875,"(135315, 34225)"
355,716,162,997.7508676041748,397.5937758313755,1.484087016667676,0.9966090273477629,22620161,6670699920,"(254180, 26244)"
258,414,172,887.5364547249278,621.6439424692571,1.5438676646123575,0.9945413579733822,17248906,3159926208,"(106812, 29584)"
493,385,206,899.6793118639887,639.3345389406638,1.1846927382052588,0.9962461435130169,30235681,8054564980,"(189805, 42436)"
493,701,199,1195.1569812265793,538.180927387768,1.925059412664734,0.9980475021144012,26721551,13685828393,"(345593, 39601)"
482,673,248,1156.8081185364072,470.6963027434622,1.8602820956841701,0.9979906338745064,40088937,19951036544,"(324386, 61504)"
484,441,254,1144.597963913305,480.0279028987633,1.6276651797507673,0.9976916999803903,31786568,13770553104,"(213444, 64516)"
397,626,188,1050.6993747927124,409.8389787670153,0.6162250307971038,0.9934412206485794,57610754,8783761568,"(248522, 35344)"
402,480,133,934.3390146485256,657.2107331161267,0.6208664864865027,0.9915413768213974,28871560,3413269440,"(192960, 17689)"
333,478,162,1077.579924919621,582.5676566778209,0.5963432760708172,0.9919962339030511,33434632,4177362456,"(159174, 26244)"
464,529,202,986.3697213404603,324.9062842334341,1.7493367540107316,0.9979036381204385,20996294,10015586624,"(245456, 40804)"
455,659,242,807.8127826950908,652.2626691031294,1.3635355202151205,0.9962484034094937,65878496,17560122580,"(299845, 58564)"
500,363,154,919.4450609489534,455.99465922548757,1.837462312952768,0.9979195017533001,8955409,4304454000,"(181500, 23716)"
470,635,255,1093.853624302543,619.947268376507,1.8467170210987929,0.9976858628738551,44909791,19406711250,"(298450, 65025)"
505,472,133,974.3343904186546,311.6099279786861,1.0041943155475737,0.9966785748651931,14004291,4216350040,"(238360, 17689)"
463,444,183,1167.8166482675904,692.2887910075692,1.3011854442987565,0.9966233208980723,23246412,6884400708,"(205572, 33489)"
457,663,208,1065.1999027344646,333.5789848648001,1.1429191544916422,0.99678352886197,42163442,13108602624,"(302991, 43264)"
492,453,76,904.0625255677219,430.9410667766937,1.1820489875247233,0.9967641302128474,4165638,1287331776,"(222876, 5776)"
428,554,135,1100.8039294219138,632.7697140621091,0.8784072976735708,0.9946565998040157,23090789,4321366200,"(237112, 18225)"
297,600,68,1099.6097044331402,320.8342432973022,1.9278795385728815,0.9971263165099671,2367906,823996800,"(178200, 4624)"
370,692,81,1112.493219844358,560.7018620975557,1.6313498060892893,0.9968254411313238,5332873,1679878440,"(256040, 6561)"
382,462,69,1048.5342626344632,395.41797675556234,1.210341591419192,0.9962058212288322,3188022,840240324,"(176484, 4761)"
314,648,119,986.0135933740883,402.49747862487465,1.0533427614844122,0.9945690333638694,15648608,2881366992,"(203472, 14161)"
314,443,143,843.2394998630426,310.2713701989864,0.9679358665920428,0.9942485641005105,16359941,2844496798,"(139102, 20449)"
448,563,247,879.3319108366861,536.8391444999409,1.7458574506704776,0.9973519769478065,40747604,15387934016,"(252224, 61009)"
380,412,242,1108.9923539804895,640.1172956355185,1.4006174222252663,0.9962045604096433,34799550,9168779840,"(156560, 58564)"
317,649,74,938.8815061233796,471.3512052938978,1.0558563143270843,0.9942820709802738,6441784,1126593908,"(205733, 5476)"
430,366,171,1128.9323672360233,342.21554825759944,1.9411813508218678,0.9980064855483457,9174051,4601948580,"(157380, 29241)"
491,438,175,870.4547844344238,508.69869877539196,1.4756861210251122,0.9972016222676332,18430539,6586151250,"(215058, 30625)"
503,598,175,1130.2938393683023,536.9898476254807,0.9834568744716773,0.9961918425153129,35080047,9211816250,"(300794, 30625)"
381,404,135,1152.6524736011088,397.5453756763824,1.1970626999048477,0.9962391708533479,10550122,2805264900,"(153924, 18225)"
450,532,71,997.7226014463688,430.00566715550383,1.2313248985870167,0.9967096807017876,3970808,1206815400,"(239400, 5041)"
437,492,151,911.8633952150344,538.4620031749718,1.8201610178828451,0.9974452150724936,12524338,4902306204,"(215004, 22801)"
261,624,112,834.2451847832085,588.0298656416777,1.232866770273181,0.993238912007433,13812673,2042966016,"(162864, 12544)"
379,713,185,1058.361159896381,496.32853403143446,1.6893993021984761,0.9970676560452464,27119839,9248519075,"(270227, 34225)"
303,510,120,961.7604514711712,397.32206555070286,1.4959400323952239,0.9960228632340358,8850052,2225232000,"(154530, 14400)"
444,602,205,1012.3687724583071,470.20152508208594,1.6189031550704145,0.9973925302824905,29289129,11232778200,"(267288, 42025)"
425,540,243,981.4981051412714,422.64919653953217,0.8458070619477616,0.9951590098854793,65603866,13551745500,"(229500, 59049)"
354,521,94,1097.1524254556416,680.3510241573739,1.5352453312108274,0.9962008213567038,6191365,1629658824,"(184434, 8836)"
354,470,253,993.6794348850835,589.8340004372207,1.9649105343245852,0.9970590028199751,31321083,10649817420,"(166380, 64009)"
400,411,113,918.4985853060577,444.35242765975454,0.9534013831706534,0.9950368836364073,10418691,2099223600,"(164400, 12769)"
320,500,75,1189.7179724410953,521.3435867194434,1.5461260893652917,0.9962971211111111,3332591,900000000,"(160000, 5625)"
320,686,256,996.3514778095116,649.0878939994138,1.3610963294394984,0.9953935591194442,66270390,14386462720,"(219520, 65536)"
496,605,176,936.282373024117,686.1990572553179,0.8787175857394589,0.9949150849933475,47265699,9295278080,"(300080, 30976)"
500,418,80,960.2829769007759,329.63286810225594,1.4441685604279975,0.9976295028409091,3170777,1337600000,"(209000, 6400)"
283,437,102,1124.456830510019,679.6502569432125,0.6277713625943451,0.9888639226403527,14328491,1286673084,"(123671, 10404)"
383,420,206,1105.7773781304777,542.5270604971852,1.6861112447651292,0.9970481379441474,20150163,6826254960,"(160860, 42436)"
371,627,161,980.2057859555017,477.0884016077313,1.7902499987392702,0.9971402031016595,17243618,6029665257,"(232617, 25921)"
475,516,209,1048.4109284288595,543.8523648980522,1.6101339582268175,0.9974589404539314,27205125,10706213100,"(245100, 43681)"
362,680,118,905.8584501160029,332.4749861867937,0.8597977665120387,0.9943959837875642,19207944,3427531840,"(246160, 13924)"
294,440,64,963.4070290640107,575.7484543139076,1.2048687185115288,0.994254630896215,3044233,529858560,"(129360, 4096)"
272,478,137,1082.7823319516133,581.1950232374868,1.1810469896105649,0.9938968961858088,14893223,2440270304,"(130016, 18769)"
375,495,224,1035.915835682103,621.5622721125735,0.7967288206346963,0.9942791763296227,53283294,9313920000,"(185625, 50176)"
314,638,121,1059.0538893609923,663.3645780850425,1.7399467394750894,0.9962035522910256,11135212,2933060812,"(200332, 14641)"
292,390,106,1117.0514264929648,538.0176149277619,1.7363604519800138,0.9962751109041226,4766203,1279555680,"(113880, 11236)"
403,584,95,987.4791881104647,421.6364762179067,1.1037627787442084,0.9959105488858605,8686206,2124051800,"(235352, 9025)"
395,616,202,997.5180877380337,332.17674075972036,0.5597911762754195,0.9936309869147801,63234296,9928429280,"(243320, 40804)"
477,525,218,900.1471609648015,336.5307546523941,1.9428666532892551,0.9980984497887974,22630725,11901197700,"(250425, 47524)"
266,704,132,1030.4987938410986,605.2436016686822,0.7627860919069589,0.9907956737745589,30032685,3262887936,"(187264, 17424)"
482,502,110,1198.7781899730253,474.35399483080124,1.721367416810905,0.9978559217401509,6277356,2927764400,"(241964, 12100)"
302,600,153,963.3392373720061,428.42330238262866,0.6568998268738362,0.991816028334605,34714041,4241710800,"(181200, 23409)"
338,528,169,1077.469469593373,415.28711814458234,1.9177903093448159,0.9972704239912011,13912950,5097110304,"(178464, 28561)"
274,592,86,925.8068628680671,429.3095145103979,1.9552770902128658,0.9965177456521848,4177627,1199690368,"(162208, 7396)"
462,623,64,1063.0641545932517,517.037437742878,1.1198713561989821,0.9963407839135558,4313979,1178935296,"(287826, 4096)"
352,625,156,1049.0535490406846,499.39724095287545,1.1630614335833922,0.9953967704037415,24645323,5353920000,"(220000, 24336)"
282,464,132,1019.6878556341327,671.0691043377791,1.1571741426085673,0.9935167701050894,14781087,2279895552,"(130848, 17424)"
504,422,71,1189.2587263286778,543.548666832786,0.8589461934914755,0.9957130166129053,4596333,1072160208,"(212688, 5041)"
337,519,205,805.4697857864243,463.196274915961,0.837050989183677,0.9938326161124686,45332113,7350298575,"(174903, 42025)"
314,596,94,1059.0838755135035,361.5884497713312,1.8989795899011566,0.9971328674222963,4741103,1653604384,"(187144, 8836)"
405,620,244,909.3699586853097,633.8895782306777,1.9703669489050633,0.9972675019620737,40849451,14949489600,"(251100, 59536)"
380,593,205,857.8567873942435,376.2441483791713,1.3990663980123499,0.9965298340898257,32862171,9469913500,"(225340, 42025)"
325,395,134,1109.070053070802,641.764951988883,1.0098128646714433,0.9938643916547709,14143200,2305101500,"(128375, 17956)"
392,361,136,1090.420393045413,634.9903690425685,1.3698850758251062,0.9962408586285663,9839199,2617405952,"(141512, 18496)"
506,436,178,1015.4322310815495,438.04957667720305,1.3278761256062164,0.9972770092657706,19033698,6989997344,"(220616, 31684)"
449,593,146,1147.8406732936273,692.3098525330377,0.858208316249374,0.994692129960858,30124998,5675534212,"(266257, 21316)"
452,479,169,817.4589196389207,597.8820606260783,1.5578418215375038,0.996852448008304,19463470,6183684988,"(216508, 28561)"
451,557,233,1116.957464279972,560.8076005602423,0.7281579803153347,0.9947111854126871,72127673,13637776823,"(251207, 54289)"
274,424,192,1186.1414360707415,432.7978815725455,0.6505469032472785,0.993031280984105,29845017,4282712064,"(116176, 36864)"
481,411,198,1164.1766710785869,306.1390391661042,0.7162331239504212,0.9953162895358575,36300058,7750277964,"(197691, 39204)"
335,398,184,1112.61011650921,406.00911181736353,1.4348891007829971,0.9963722215987819,16375866,4514020480,"(133330, 33856)"
459,692,84,1140.7061169402766,640.9365346263572,1.7890132762523998,0.9975765514940722,5431392,2241183168,"(317628, 7056)"
450,522,224,1087.4869700891932,603.7607237337454,1.8085745260978046,0.997553943113005,28830064,11786342400,"(234900, 50176)"
274,676,81,893.9080972408086,573.7598297623667,0.9310685060630655,0.9917974279010873,9968214,1215254664,"(185224, 6561)"
372,406,175,1191.3350912882183,604.1478771977062,1.555836243993557,0.9966754530192817,15377210,4625355000,"(151032, 30625)"
307,587,106,1077.6004651172939,661.3696248201944,0.5689864530158191,0.9888501925163706,22576446,2024828324,"(180209, 11236)"
284,510,155,949.936435910126,358.22791827975936,1.29674947722314,0.9952230720841341,16622663,3479781000,"(144840, 24025)"
348,447,108,831.5873402639978,648.3358394579419,1.429565552806123,0.9954358149585181,8281281,1814405184,"(155556, 11664)"
379,614,213,857.2470880514038,484.459965341999,0.8809660091203134,0.9943775511994196,59359782,10557638514,"(232706, 45369)"
386,701,66,1159.5634126801283,486.1013022101206,0.9314474986226582,0.9949721331270837,5926209,1178672616,"(270586, 4356)"
336,397,177,1178.0942539738585,695.0606780873886,0.9487313736856583,0.9937728395388439,26023540,4179037968,"(133392, 31329)"
473,713,128,982.7343250671146,420.84866821532546,1.9990603482502687,0.9980728261938068,10648575,5525487616,"(337249, 16384)"
503,414,124,952.5457190630516,443.5836630308983,0.9438085853236768,0.9960605840943021,12613730,3201928992,"(208242, 15376)"
407,371,232,958.3222963645469,303.2391863045961,1.797601096545899,0.9976920437926821,18757366,8127262528,"(150997, 53824)"
281,670,254,998.6909146095481,661.6621163574902,0.9292912271887916,0.9946576965151593,64889901,12146427320,"(188270, 64516)"
373,670,154,887.6018155712422,376.0527957108353,0.8759402000654241,0.9944310449316147,33006448,5926865560,"(249910, 23716)"
326,681,88,1161.3614816291872,558.5362435562091,0.9633993259289542,0.993991978187545,10329078,1719214464,"(222006, 7744)"
481,377,212,945.9444932113879,352.56472256819416,1.86444171847899,0.9980387004741156,15984611,8150010128,"(181337, 44944)"
423,572,108,880.3179178600305,614.605124412202,1.814690895059961,0.9971780029198929,7964169,2822174784,"(241956, 11664)"
443,631,192,1165.3947897926787,632.1890478269589,0.8854551268448935,0.9949832303352514,51696329,10304704512,"(279533, 36864)"
502,511,255,1148.1587837300158,621.6930154418042,1.202497083279043,0.9967284325126634,54570868,16680343050,"(256522, 65025)"
294,432,121,1144.0562387595287,589.6866848302072,1.9699133641728552,0.9966637356802288,6203864,1859524128,"(127008, 14641)"
443,406,165,805.5674620403605,514.6289233076236,1.182179041600812,0.9959944652184085,19613638,4896634050,"(179858, 27225)"
390,659,161,1128.9669204907098,676.1167567118216,0.662519153298846,0.9925835587262138,49408007,6661956210,"(257010, 25921)"
375,601,70,1047.8187468178119,677.2676544231397,0.9920094227260638,0.9943618875570195,6226379,1104337500,"(225375, 4900)"
369,691,80,1054.1615689511757,485.7070145290721,1.5516157482064161,0.9967494400274141,5304477,1631865600,"(254979, 6400)"
465,419,99,818.1387244053528,314.884851289882,1.993891062132544,0.9980946134096702,3638484,1909577835,"(194835, 9801)"
315,409,124,1154.903723411401,354.2656194825346,1.180465635333339,0.9955192685293449,8876181,1980966960,"(128835, 15376)"
470,660,254,1090.6396602228965,654.1655135598318,1.482382846240196,0.9970562977215573,58911911,20012863200,"(310200, 64516)"
506,675,168,1175.6212262854622,411.89605603431545,1.5354209956213454,0.9977812985585588,21388076,9639907200,"(341550, 28224)"
367,587,177,1180.222067940571,642.1800773223819,0.6490319369091955,0.9928572720380083,48207522,6749175141,"(215429, 31329)"
444,638,229,943.4695364849272,459.25585709774924,0.7847128432416193,0.9948321544932744,76768691,14855066952,"(283272, 52441)"
318,592,87,1065.1074952247911,556.681786893287,1.3957189392793177,0.9956283881305755,6229152,1424909664,"(188256, 7569)"
266,385,149,897.4275588656094,350.36955412321714,1.346866963861945,0.9950415283545302,11273603,2273604410,"(102410, 22201)"
291,643,117,1034.5532334326247,625.2211924484236,0.8494980185690472,0.9917361330442717,21166985,2561389857,"(187113, 13689)"
331,665,64,910.9099383902732,693.6112527390956,1.9812909565492585,0.9965776966905083,3085518,901591040,"(220115, 4096)"
384,449,92,1064.4230570389268,310.31205991447933,0.5222904908460633,0.9917931982417695,11976424,1459329024,"(172416, 8464)"
377,661,146,806.3124334044641,406.14700332998933,0.6901378155691704,0.9927107004873608,38719908,5311883252,"(249197, 21316)"
471,629,93,1098.2661100135983,490.4983861693001,1.6670255589713041,0.9976519734327907,6016452,2562344091,"(296259, 8649)"
311,591,192,888.619902567314,546.0427345137746,1.5908644957456028,0.9958206681977609,28317648,6775640064,"(183801, 36864)"
410,594,228,1185.6104732488116,324.33016299780235,1.218472866497545,0.9967389584474391,41285384,12660183360,"(243540, 51984)"
461,578,239,843.1847318716909,584.9605259588386,1.1653434940445129,0.9959526556583624,61601987,15220347418,"(266458, 57121)"
297,524,219,859.3335302641458,350.47663532202245,1.4364762414218117,0.995765085146709,31609720,7464074508,"(155628, 47961)"
422,555,216,1012.2227349725298,481.48616703018865,1.4081401873029693,0.9968199464274701,34749405,10927301760,"(234210, 46656)"
306,719,93,1141.1170949182301,560.3666659525222,1.6534440951571079,0.9962445262906324,7146295,1902901086,"(220014, 8649)"
366,580,179,1155.2364087953972,465.5254284707654,1.741128837170067,0.9971883754531178,19123724,6801663480,"(212280, 32041)"
460,572,250,838.0343357102523,470.7056025043832,1.4976617945904633,0.9970810085132259,48002815,16445000000,"(263120, 62500)"
447,438,239,1169.1940142937538,326.85332325465913,1.7476578327122818,0.9979035520588939,23445609,11183492106,"(195786, 57121)"
303,581,88,1097.8355876767516,449.05874375036143,0.695173180360765,0.9914759677833689,11620617,1363276992,"(176043, 7744)"
286,660,207,1024.6733526278913,568.0053058929184,1.1162129493832373,0.9941922866418293,46973815,8088177240,"(188760, 42849)"
472,386,137,1040.1640364898708,440.6584742772596,1.3668777775847822,0.9971843268257405,9628368,3419561648,"(182192, 18769)"
364,439,232,992.8757584817554,638.9099392539811,1.0251709913317868,0.9947813126244359,44885199,8600859904,"(159796, 53824)"
444,418,135,1029.640001732585,622.8885484609377,1.7677327419925373,0.997390829898952,8825294,3382414200,"(185592, 18225)"
269,671,232,1131.7843159838653,406.97909006164423,0.7706241079412817,0.9942011599808667,56336764,9715178176,"(180499, 53824)"
414,533,153,802.4423157614635,647.9450826145753,1.3494816421420643,0.9958619505998366,21374998,5165476758,"(220662, 23409)"
461,395,100,1096.387623647368,688.7241275032077,0.637636524581668,0.992940258107032,12855437,1820950000,"(182095, 10000)"
366,552,171,981.458316269207,362.96371033803547,0.9674560545563247,0.9950554784645821,29210343,5907617712,"(202032, 29241)"
422,650,216,833.9828159908717,321.0435305702087,0.7361148456607297,0.9945660021493794,69542896,12797740800,"(274300, 46656)"
281,705,84,908.8411374184876,564.7754771233044,1.2284925573364944,0.9940134024130336,8368239,1397828880,"(198105, 7056)"
482,572,133,886.2275861350987,504.9385223204419,1.0177592832212927,0.9959141254963799,19926516,4876928056,"(275704, 17689)"
312,505,237,1071.3945019040532,494.6531013457003,1.5006988381045243,0.9960037973567158,35366344,8849987640,"(157560, 56169)"
279,472,165,1193.7782633284478,321.9127834072324,0.8066346865305977,0.9930606337856532,24879056,3585205800,"(131688, 27225)"
364,430,129,915.778852486975,347.9937374822197,1.2460779929199903,0.9961164848863416,10115195,2604649320,"(156520, 16641)"
476,449,97,952.0829782860944,581.4685053530654,1.2503935198343197,0.9965496750010755,6938359,2010929116,"(213724, 9409)"
437,396,165,1144.7057448090354,316.9209046251166,0.5281123048784686,0.9931536961442844,32255270,4711340700,"(173052, 27225)"
295,520,211,971.7137145203342,461.76915380209374,1.4602125035713682,0.9956144421774562,29951261,6829521400,"(153400, 44521)"
404,418,167,808.3426236098995,429.90727177820554,1.7019832314656782,0.9971481206634584,13431414,4709671208,"(168872, 27889)"
491,713,156,835.2519525191539,637.7937439258787,0.8649747122341005,0.9946896308057447,45242327,8519619888,"(350083, 24336)"
461,628,84,958.3066787437332,424.10982473434456,1.009269921722696,0.9960485668319858,8071863,2042768448,"(289508, 7056)"
426,446,83,1004.1933138168594,345.61065593542105,1.264928093484458,0.9968210315455954,4160896,1308882444,"(189996, 6889)"
434,539,250,1183.2893395988601,558.1771904678255,0.7215347539961582,0.994904383505895,74499824,14620375000,"(233926, 62500)"
308,434,129,878.9087211295933,540.9595941092664,1.6403229433203381,0.995917676654929,9080866,2224435752,"(133672, 16641)"
294,450,224,997.6468100069554,601.7783300987943,1.6398157244116227,0.9957434479159436,28256205,6638284800,"(132300, 50176)"
485,708,208,1057.1967322686264,694.6127790943438,0.9848123624650411,0.9955619385376742,65931807,14855992320,"(343380, 43264)"
417,437,176,827.3145033983025,476.88322553451394,0.9542306527085194,0.9949269152273733,28636171,5644725504,"(182229, 30976)"
396,662,78,940.7768890480306,329.6762624693151,1.1926137296696813,0.996356172425194,5811660,1594932768,"(262152, 6084)"
